epoch,loss
0,0.7720638513565063
1,1.1905444860458374
2,0.7694556713104248
3,0.8394136428833008
4,0.7509447932243347
5,0.7239275574684143
6,0.7434470057487488
7,0.7448326349258423
8,0.7281333208084106
9,0.7198561429977417
10,0.7263401746749878
11,0.7320278286933899
12,0.7277185320854187
13,0.7199172377586365
14,0.7177086472511292
15,0.7216030359268188
16,0.7238373756408691
17,0.7207899689674377
18,0.7162869572639465
19,0.714798092842102
20,0.7163277268409729
21,0.717415452003479
22,0.7160845398902893
23,0.7136132717132568
24,0.7125169634819031
25,0.7134878635406494
26,0.7141801118850708
27,0.713039219379425
28,0.7113627791404724
29,0.7108665108680725
30,0.7113752365112305
31,0.7115231156349182
32,0.7106800675392151
33,0.7096356153488159
34,0.709324300289154
35,0.709560751914978
36,0.7093954086303711
37,0.7086153030395508
38,0.7079465389251709
39,0.7078295350074768
40,0.7077699303627014
41,0.7073459625244141
42,0.706716775894165
43,0.7063266634941101
44,0.7061889171600342
45,0.7058706283569336
46,0.705277681350708
47,0.7047624588012695
48,0.7045082449913025
49,0.704156756401062
50,0.7035633325576782
51,0.703077495098114
52,0.7027709484100342
53,0.7023124694824219
54,0.7016825079917908
55,0.7012139558792114
56,0.700752317905426
57,0.7001065611839294
58,0.699558675289154
59,0.6990192532539368
60,0.6983070969581604
61,0.6976794600486755
62,0.6969647407531738
63,0.6962133049964905
64,0.6954794526100159
65,0.6946092247962952
66,0.6937256455421448
67,0.6927670240402222
68,0.6918429136276245
69,0.690772533416748
70,0.689711332321167
71,0.688572347164154
72,0.6873710751533508
73,0.6861670613288879
74,0.6849309802055359
75,0.6837602853775024
76,0.6827487349510193
77,0.6823194026947021
78,0.6810295581817627
79,0.6788995265960693
80,0.6767847537994385
81,0.6761457324028015
82,0.676412045955658
83,0.6738108992576599
84,0.6712165474891663
85,0.6696946620941162
86,0.6693758368492126
87,0.670531690120697
88,0.6665194630622864
89,0.6637004017829895
90,0.6620293259620667
91,0.6623204350471497
92,0.6663140654563904
93,0.6593777537345886
94,0.6564499139785767
95,0.6565085053443909
96,0.655758261680603
97,0.6586035490036011
98,0.6514468193054199
99,0.6493188142776489
100,0.6503266096115112
101,0.6483699679374695
102,0.6509873867034912
103,0.6426794528961182
104,0.6413544416427612
105,0.6425299644470215
106,0.6364036202430725
107,0.6332907676696777
108,0.6333597302436829
109,0.6337957978248596
110,0.6344413161277771
111,0.6249679327011108
112,0.6232438087463379
113,0.6304519772529602
114,0.626609742641449
115,0.6303827166557312
116,0.6154743432998657
117,0.6435869932174683
118,0.6702287793159485
119,0.6698741316795349
120,0.6609566807746887
121,0.6646630764007568
122,0.6416588425636292
123,0.6290745735168457
124,0.6422438025474548
125,0.6346586346626282
126,0.621619701385498
127,0.6200206875801086
128,0.6210322976112366
129,0.6168012619018555
130,0.6101019978523254
131,0.6065585017204285
132,0.6047065258026123
133,0.6016779541969299
134,0.5991068482398987
135,0.5949150323867798
136,0.5912440419197083
137,0.5899078845977783
138,0.5856249332427979
139,0.5820635557174683
140,0.5805443525314331
141,0.5775867104530334
142,0.5732741355895996
143,0.5750012397766113
144,0.5761720538139343
145,0.5964993834495544
146,0.5665132403373718
147,0.6184900403022766
148,0.6512331962585449
149,0.6767813563346863
150,0.653152346611023
151,0.667192816734314
152,0.6740206480026245
153,0.6483740210533142
154,0.6347406506538391
155,0.634034276008606
156,0.6196472644805908
157,0.6237671375274658
158,0.6174352765083313
159,0.6063756942749023
160,0.598810613155365
161,0.5847586393356323
162,0.5872907042503357
163,0.5735824704170227
164,0.5733217597007751
165,0.5643543601036072
166,0.5662022829055786
167,0.5607588291168213
168,0.5564368367195129
169,0.5539546012878418
170,0.5465978980064392
171,0.5443523526191711
172,0.5387062430381775
173,0.5381143093109131
174,0.537338137626648
175,0.528931736946106
176,0.529237687587738
177,0.5270382165908813
178,0.519354522228241
179,0.5187622308731079
180,0.5209707617759705
181,0.5113258361816406
182,0.5098400712013245
183,0.5178036093711853
184,0.5066936612129211
185,0.5005825757980347
186,0.4955953359603882
187,0.49492233991622925
188,0.5064215064048767
189,0.5093777775764465
190,0.5526653528213501
191,0.517575740814209
192,0.5487182140350342
193,0.4984215199947357
194,0.5171061158180237
195,0.4939190745353699
196,0.49830999970436096
197,0.5103097558021545
198,0.5078765749931335
199,0.4901663661003113
200,0.4964776039123535
201,0.50301593542099
202,0.48831766843795776
203,0.48837313055992126
204,0.47560054063796997
205,0.47932207584381104
206,0.4688582122325897
207,0.4768303632736206
208,0.46874552965164185
209,0.4632057845592499
210,0.46868833899497986
211,0.4586797058582306
212,0.4560025632381439
213,0.4552294909954071
214,0.449113130569458
215,0.44886165857315063
216,0.4452875256538391
217,0.4417869448661804
218,0.44094493985176086
219,0.4392765760421753
220,0.43315696716308594
221,0.43484967947006226
222,0.4304191470146179
223,0.4251006245613098
224,0.4252505600452423
225,0.4221138656139374
226,0.41908127069473267
227,0.42000213265419006
228,0.42339441180229187
229,0.4262810945510864
230,0.4568236172199249
231,0.4120153486728668
232,0.4881477952003479
233,0.6114512085914612
234,0.6330587863922119
235,0.624287486076355
236,0.615573525428772
237,0.5959700345993042
238,0.5782410502433777
239,0.5740686655044556
240,0.5674237012863159
241,0.5501760244369507
242,0.5404550433158875
243,0.5320164561271667
244,0.5150595903396606
245,0.5032681822776794
246,0.5017730593681335
247,0.4946697950363159
248,0.48448699712753296
249,0.47835323214530945
250,0.4693159759044647
251,0.4664549231529236
252,0.4608018696308136
253,0.45636606216430664
254,0.45097729563713074
255,0.44294533133506775
256,0.4382167160511017
257,0.43254607915878296
258,0.4288150370121002
259,0.42592278122901917
260,0.42039066553115845
261,0.41664114594459534
262,0.4125724732875824
263,0.4084763824939728
264,0.4044746458530426
265,0.40021252632141113
266,0.3978005051612854
267,0.39329877495765686
268,0.38859686255455017
269,0.3852115869522095
270,0.3826011121273041
271,0.3814101815223694
272,0.38682833313941956
273,0.38425424695014954
274,0.39318063855171204
275,0.3754201829433441
276,0.3717610836029053
277,0.37672942876815796
278,0.36414623260498047
279,0.35678642988204956
280,0.35137784481048584
281,0.35441234707832336
282,0.3645557463169098
283,0.36263981461524963
284,0.3634067177772522
285,0.33935970067977905
286,0.3523971736431122
287,0.40095022320747375
288,0.3563726246356964
289,0.41432175040245056
290,0.4162798225879669
291,0.4178936183452606
292,0.3998207747936249
293,0.3805062770843506
294,0.37550339102745056
295,0.3799673616886139
296,0.3576507866382599
297,0.3651350140571594
298,0.3491431176662445
299,0.3442319333553314
300,0.3435764014720917
301,0.34175562858581543
302,0.32917091250419617
303,0.32713791728019714
304,0.3223474323749542
305,0.3187227249145508
306,0.3152732253074646
307,0.31046244502067566
308,0.3069746494293213
309,0.3026037812232971
310,0.3016578257083893
311,0.2972513437271118
312,0.29298296570777893
313,0.291331946849823
314,0.2916591763496399
315,0.30098482966423035
316,0.30347153544425964
317,0.3389120399951935
318,0.29738226532936096
319,0.32596778869628906
