epoch,loss,accuracy,test_loss,test_accuracy
0,0.8783219477782647,0.0,0.878969332575798,0.0
1,0.8620481923222542,0.0,0.8730613231658936,0.0
2,0.8570915646851063,0.0,0.877199974656105,0.0
3,0.8566656339913606,0.0,0.8698974907398224,0.0
4,0.854389139264822,0.0,0.8684125115474065,0.0
5,0.8547696674863497,0.0,0.8680578624208768,0.0
6,0.8527251304437716,0.0,0.8718408678968748,0.0
7,0.8528394281864167,0.0,0.8659212787946066,0.0
8,0.851674203077952,0.0,0.8662686139345169,0.0
9,0.8517392455289762,0.0,0.8719170749187469,0.0
10,0.8511076665172974,0.0,0.8670199324687322,0.0
11,0.8513208796580632,0.0,0.8651132235924403,0.0
12,0.8511888911326726,0.0,0.8683359950780869,0.0
13,0.8506611078977585,0.0,0.8653361250956854,0.0
14,0.850863058740894,0.0,0.8661214768886566,0.0
15,0.8498599920421839,0.0,0.8649669607480367,0.0
16,0.8497812195370594,0.0,0.8651388019323349,0.0
17,0.8502286116282145,0.0,0.8650577296813329,0.0
18,0.8501850492010514,0.0,0.8641802181800207,0.0
19,0.8500388933966557,0.0,0.8655440340439479,0.0
20,0.8488545790314674,0.0,0.866559033592542,0.0
21,0.849594230328997,0.0,0.8636999994516372,0.0
22,0.8499012269079685,0.0,0.8646485507488251,0.0
23,0.8492930181324482,0.0,0.8666698078314463,0.0
24,0.849928363536795,0.0,0.8642450347542763,0.0
25,0.8482676678647597,0.0,0.8667696595191956,0.0
26,0.8483235100905101,0.0,0.8645321190357208,0.0
27,0.8491890934606393,0.0,0.8632364074389139,0.0
28,0.8488465907673041,0.0,0.867504761616389,0.0
29,0.849624735986193,0.0,0.8650599678357442,0.0
30,0.8485439519087473,0.0,0.8644534399112066,0.0
31,0.8489308090259632,0.0,0.8667016377051672,0.0
32,0.8487670020510752,0.0,0.8635831966996192,0.0
33,0.8488719563931226,0.0,0.8638473222653071,0.0
34,0.848295412833492,0.0,0.863803901274999,0.0
35,0.8484240499635537,0.0,0.8656207462151845,0.0
36,0.8491251380493243,0.0,0.8633878777424494,0.0
37,0.8479334567983945,0.0,0.8637853195269902,0.0
38,0.8477536637336016,0.0,0.8627522965272267,0.0
39,0.8479126440982024,0.0,0.8652193397283554,0.0
40,0.8476525311668713,0.0,0.862539375325044,0.0
41,0.8477220141639312,0.0,0.8637925485769907,0.0
42,0.8481044116119544,0.0,0.8643938779830933,0.0
43,0.8476051531732083,0.0,0.8627264713247617,0.0
44,0.8473014728476603,0.0,0.8661155611276626,0.0
45,0.8485942551245292,0.0,0.8626156548659006,0.0
46,0.8470980204641819,0.0,0.8646209180355072,0.0
47,0.8482614075144131,0.0,0.8642021258672078,0.0
48,0.8469827479372422,0.0,0.8630732044577598,0.0
49,0.8461038364718357,0.0,0.8644168625275294,0.0
50,0.8466967405130466,0.0,0.8619160026311874,0.0
51,0.8463349168499311,0.0,0.8666100621223449,0.0
52,0.8473143481959899,0.0,0.8661033312479655,0.0
53,0.8463465202599764,0.0,0.8651652644077937,0.0
54,0.8465272578100363,0.0,0.8625381072362264,0.0
55,0.846095426256458,0.0,0.8627372875809669,0.0
56,0.8461724986632665,0.0,0.8618224134047826,0.0
57,0.8468143288046122,0.0,0.8622088293234508,0.0
58,0.8462188137074311,0.0,0.862130664785703,0.0
59,0.8459749851375818,0.0,0.8625999927520752,0.0
60,0.8459379677971204,0.0,0.8617864747842153,0.0
61,0.8455110069364309,0.0,0.8635714665055275,0.0
62,0.8452922146767378,0.0,0.8630457838376363,0.0
63,0.8462132550776005,0.0,0.8634749968846639,0.0
64,0.8464953535546859,0.0,0.8622653156518936,0.0
65,0.8463880514105161,0.0,0.8614501128594081,0.0
66,0.8453886152555545,0.0,0.8612332666913668,0.0
67,0.8452385264138381,0.0,0.8623257269461949,0.0
68,0.8456136530886094,0.0,0.8621715853611628,0.0
