epoch,loss,accuracy,test_loss,test_accuracy
0,0.21180020598694682,0.66,0.15949787013232708,0.86
1,0.1105555563699454,0.8937500000000004,0.10725222900509834,0.91
2,0.05418476590421051,0.9737500000000003,0.07775622699409723,0.9349999999999999
3,0.02996278740465641,0.9912500000000002,0.048165685031563044,0.97
4,0.01879466386162676,0.9962500000000001,0.04290096159093082,0.965
5,0.01288827249663882,0.9975,0.03313814057037234,0.98
6,0.0068720828130608425,1.0,0.033817769726738334,0.965
7,0.005227011708484497,1.0,0.027149723726324737,0.965
8,0.004981916659744456,1.0,0.026812226162292063,0.98
9,0.006178923445986584,0.99875,0.026889134431257844,0.98
10,0.004200496423436562,0.99875,0.02959242695942521,0.97
11,0.004251621841831366,0.99875,0.0220890183118172,0.985
12,0.009101218231080566,0.9925,0.0391197910066694,0.955
13,0.0058929699516738765,0.9962500000000001,0.030816944199614227,0.985
14,0.008408148562011775,0.9937500000000001,0.03571445250418037,0.95
15,0.0059447519670357,0.9962500000000001,0.023014637059532106,0.98
16,0.0072143214147217805,0.9925000000000002,0.027316223829984665,0.97
17,0.0033776670516090235,1.0,0.017265778500586748,0.99
18,0.005555735147027008,0.9975,0.03341175662353635,0.96
19,0.004956917515301029,0.9962500000000001,0.016122890752740204,0.99
20,0.0018714891066338168,1.0,0.014010341459652409,0.985
21,0.0015942610534693813,1.0,0.014622435468481854,0.99
22,0.001791690807294799,1.0,0.012896884349174798,0.99
23,0.002626738550134178,0.99875,0.02963355276733637,0.97
24,0.005878331869098474,0.9937500000000001,0.038977049000095576,0.95
25,0.004956494395628397,0.9975,0.021377684082835913,0.97
26,0.00716374312651169,0.9950000000000001,0.02886512060649693,0.955
27,0.0063938339189917315,0.9925000000000002,0.025522989715682343,0.98
28,0.01273966639291757,0.9850000000000001,0.04600183409638703,0.93
29,0.005487120357429376,0.9975,0.019778060741373338,0.97
30,0.0032620397232676623,0.99875,0.021589094772934914,0.97
31,0.002905049206674448,0.9975,0.011681625343044288,0.99
32,0.0017830181532190181,1.0,0.007153205166105181,0.995
33,0.0023676408691244433,0.9975,0.010609165656205732,0.985
34,0.001304868218539923,1.0,0.01912292647466529,0.98
35,0.0011488795707919053,1.0,0.016226292122155428,0.98
36,0.001154486750237993,1.0,0.016687340510543436,0.985
37,0.0006631293867940258,1.0,0.014455350676144008,0.99
38,0.002840273515175795,0.99875,0.013994699540489819,0.98
39,0.002368944824411301,0.99875,0.009400065056979656,0.995
40,0.0024802179314065143,0.99875,0.020553408190608025,0.98
41,0.0021456899071381486,0.99875,0.008585064133512788,0.99
42,0.0018425951489007275,0.99875,0.011236922815442085,0.99
43,0.0014297649713626015,0.99875,0.006519232803839259,0.995
44,0.0032450883550154686,0.99875,0.011309419758617878,0.99
45,0.0019952140437453636,0.9975,0.00858493363193702,0.99
46,0.0019475330054774531,0.99875,0.008132492250297219,0.99
47,0.003059875401049794,0.9975,0.016997944854665548,0.975
48,0.0037709788921347354,0.9950000000000001,0.011727712699212134,0.99
49,0.004509829830567469,0.99875,0.01038724186946638,0.985
50,0.0026936215908790473,0.99875,0.014063741444260813,0.99
51,0.0030720497643415,1.0,0.02152410545386374,0.97
52,0.002426831749289704,0.99875,0.02056430008087773,0.97
53,0.0010541979399931733,1.0,0.011918384348973632,0.985
54,0.0014349739594763378,1.0,0.017014344222843647,0.975
55,0.0009459804768994218,1.0,0.009849529917119071,0.99
56,0.0004816729892809235,1.0,0.01031200069701299,0.985
57,0.0007288600413630775,1.0,0.012414993398124352,0.98
58,0.0007829419719200814,1.0,0.011050338653149083,0.985
59,0.0008601844706390693,1.0,0.010667496419046074,0.99
60,0.0005790643549516972,1.0,0.00955664220964536,0.995
61,0.0005434319241430785,1.0,0.0073592411645222455,0.995
62,0.0011516762701830885,1.0,0.008959914193837903,0.99
63,0.0005121425992911099,1.0,0.009856229036813602,0.99
64,0.0006427833222915069,1.0,0.008496255482896231,0.99
65,0.0009475759989072685,1.0,0.012310641497606412,0.98
66,0.0013255901471893594,1.0,0.012201585399452597,0.985
67,0.001593449707797845,1.0,0.019042524276301265,0.97
68,0.0010823248803717433,1.0,0.015269300434738398,0.98
69,0.001810233937248995,0.9975,0.020576921699102968,0.98
70,0.0038106899401100236,0.9975,0.028752226033248007,0.965
71,0.006396782750925922,0.9912500000000002,0.04420568747445941,0.95
72,0.009510405971013824,0.9875000000000002,0.46797750517725945,0.52
73,0.0059853995489902445,0.995,0.017207023542141542,0.985
74,0.003045838853722671,0.99875,0.011117456902866252,0.99
75,0.0129570255330691,0.9825,0.04035494409617968,0.94
76,0.006350589663270512,0.995,0.028181861918710638,0.965
77,0.0022559560766239883,0.99875,0.010419540951261297,0.985
78,0.013394273662015621,0.98375,0.028434845968149602,0.96
79,0.004442013872903772,0.9962500000000001,0.026991419261321425,0.97
80,0.0013616064707093756,1.0,0.010480980708962306,0.99
81,0.0015580528579448583,0.99875,0.03651447535958141,0.945
82,0.0012433372630766826,0.99875,0.018772060371702537,0.975
83,0.0009721756550788996,1.0,0.013465409701893805,0.985
84,0.0006958682715776376,1.0,0.008502827535266988,0.995
85,0.000560880411285325,1.0,0.007819247191946488,0.99
86,0.001040098699832015,1.0,0.015343834202212747,0.985
87,0.0005757550579801318,1.0,0.006569249453605153,0.995
88,0.0007305502458621049,1.0,0.005051508822361939,1.0
89,0.0008556066718483635,1.0,0.0073241026475443505,0.995
90,0.0006861396227577643,1.0,0.007479769272322301,0.995
91,0.0005895618132853997,1.0,0.008860747977450956,0.995
92,0.0005710757618544449,1.0,0.009418649933650158,0.99
93,0.0012877570725322585,1.0,0.008997497214295436,0.985
