epoch,loss,accuracy,test_loss,test_accuracy
0,0.5978675722502745,0.0,0.4420446547178122,0.0
1,0.33743343824663985,0.0,0.35708646963422114,0.0
2,0.27736452820066076,0.0,0.2589697481061404,0.0
3,0.23295070198722756,0.0,0.2900437443302228,0.0
4,0.20418064539822248,0.0,0.2517943439575342,0.0
5,0.18769215448544577,0.0,0.2281666244738377,0.0
6,0.16771804756270006,0.0,0.20565567480830046,0.0
7,0.16484725654411775,0.0,0.21101481352861112,0.0
8,0.1506653704608862,0.0,0.19197590964344832,0.0
9,0.1414513190348561,0.0,0.18493236171511504,0.0
10,0.1325313733675732,0.0,0.1921664452036986,0.0
11,0.12717702200349706,0.0,0.18520683809541738,0.0
12,0.12370480095537809,0.0,0.19243390328035906,0.0
13,0.12123098716927835,0.0,0.17551672286712205,0.0
14,0.11979510565288365,0.0,0.17206822880185568,0.0
15,0.11491981969000055,0.0,0.1691000981686207,0.0
16,0.10500433940726978,0.0,0.18348369374871254,0.0
17,0.10448317754512224,0.0,0.1549352891743183,0.0
18,0.09969772932191308,0.0,0.157470894117768,0.0
19,0.09442140987644401,0.0,0.15860001699855694,0.0
20,0.0959677439666568,0.0,0.1542909858891597,0.0
21,0.10125218198383944,0.0,0.15581952723172995,0.0
22,0.09288183162705256,0.0,0.15488052396820143,0.0
23,0.08998488274832758,0.0,0.15485631846464598,0.0
24,0.09119739154210457,0.0,0.15811370585400325,0.0
25,0.08973863997604124,0.0,0.15266218272825846,0.0
26,0.09212396814165494,0.0,0.16113882382901815,0.0
27,0.09224090854135844,0.0,0.15270384816596141,0.0
28,0.08370704867411405,0.0,0.1543818862678913,0.0
29,0.08849956897588876,0.0,0.15536184479983953,0.0
30,0.08360391939417101,0.0,0.16593891145804754,0.0
31,0.08624933522122984,0.0,0.15058598739023393,0.0
32,0.08147252159408079,0.0,0.1521327792881773,0.0
33,0.08197345370605874,0.0,0.15457289536985067,0.0
34,0.07655788864940405,0.0,0.1552242050663783,0.0
35,0.0812123549851374,0.0,0.17071397187044987,0.0
36,0.08696375751438049,0.0,0.15420428978709075,0.0
37,0.07659516740554514,0.0,0.15046194439324048,0.0
38,0.07753590525736889,0.0,0.15131958244511715,0.0
39,0.07931659126188606,0.0,0.16402783044255698,0.0
40,0.08056944546003181,0.0,0.1475265693779175,0.0
41,0.07610634984806754,0.0,0.14886032059215581,0.0
42,0.07897758655823194,0.0,0.15245488386314648,0.0
43,0.07420413962637003,0.0,0.155939577290645,0.0
44,0.07719739993962531,0.0,0.1489068279759242,0.0
45,0.07777884513891947,0.0,0.1488367231706014,0.0
46,0.07531988006443359,0.0,0.15377302181262237,0.0
47,0.07732404062810999,0.0,0.15222407741328844,0.0
48,0.07586600412972845,0.0,0.15524060529871628,0.0
49,0.07877025011783609,0.0,0.1654930765239092,0.0
50,0.07825777829230691,0.0,0.16326626820059922,0.0
51,0.07135245438593511,0.0,0.154570836143998,0.0
52,0.07550607799874762,0.0,0.15596653019579557,0.0
53,0.07103424273932782,0.0,0.1701619728253438,0.0
54,0.06697596658845074,0.0,0.17380301697322956,0.0
55,0.0774509472002347,0.0,0.1535563155149038,0.0
56,0.077397416301,0.0,0.15928292661332166,0.0
57,0.07753480666388686,0.0,0.1527895635137191,0.0
58,0.07510924348249458,0.0,0.15349965485242698,0.0
59,0.06914829240682033,0.0,0.16112000337586954,0.0
60,0.07014187780889468,0.0,0.14946222269477752,0.0
61,0.0747193173200895,0.0,0.15154999193663782,0.0
62,0.06668751285626338,0.0,0.15140421896313244,0.0
63,0.07007281910269879,0.0,0.15514573655449426,0.0
64,0.0736951329297601,0.0,0.16433562051791412,0.0
65,0.06938174435009177,0.0,0.15788816918547338,0.0
66,0.0660156251128333,0.0,0.1557281631976366,0.0
67,0.07326550730683196,0.0,0.15805316780908749,0.0
68,0.07263190061068879,0.0,0.16055437048467305,0.0
69,0.07270595091932382,0.0,0.15569122035342914,0.0
70,0.07446805274902055,0.0,0.17761191783043054,0.0
71,0.0707876878665187,0.0,0.15638032577072197,0.0
