epoch,loss
0,0.20744474232196808
1,0.20605137944221497
2,0.20458678901195526
3,0.20301449298858643
4,0.2012811005115509
5,0.199315145611763
6,0.197129487991333
7,0.19490204751491547
8,0.19232134521007538
9,0.18935751914978027
10,0.18610185384750366
11,0.18263478577136993
12,0.1787727028131485
13,0.17433583736419678
14,0.16928842663764954
15,0.16356731951236725
16,0.15690681338310242
17,0.1494380086660385
18,0.14114537835121155
19,0.1320447325706482
20,0.12216799706220627
21,0.11154520511627197
22,0.10021425038576126
23,0.08842736482620239
24,0.07637631893157959
25,0.06443560868501663
26,0.05296188220381737
27,0.042295221239328384
28,0.03276095539331436
29,0.02460339292883873
30,0.01793011650443077
31,0.012714187614619732
32,0.008811271749436855
33,0.006002903915941715
34,0.004047053400427103
35,0.002718405332416296
36,0.0018308868166059256
37,0.0012435129610821605
38,0.0008557139663025737
39,0.0005988407647237182
40,0.0004273719678167254
41,0.0003116511506959796
42,0.00023250879894476384
43,0.00017758039757609367
44,0.0001388700766256079
45,0.00011117346730316058
46,9.106432844419032e-05
47,7.626484148204327e-05
48,6.524411583086476e-05
49,5.696022344636731e-05
50,5.068864629720338e-05
51,4.593161429511383e-05
52,4.233147410559468e-05
53,3.9631846448173746e-05
54,3.764976645470597e-05
55,3.625415047281422e-05
56,3.5344761272426695e-05
57,3.4853921533795074e-05
58,3.473016477073543e-05
59,3.49384245055262e-05
60,3.545327854226343e-05
61,3.6259894841350615e-05
62,3.7347552279243246e-05
63,3.8719339499948546e-05
64,4.036995960632339e-05
65,4.230743434163742e-05
66,4.453818837646395e-05
67,4.7075383918127045e-05
68,4.993188849766739e-05
69,5.3128540457692e-05
70,5.667896766681224e-05
71,6.060657324269414e-05
72,6.493442924693227e-05
73,6.968392699491233e-05
74,7.48824022593908e-05
75,8.055328362388536e-05
76,8.672396506881341e-05
77,9.34205309022218e-05
78,0.00010067088442156091
79,0.00010850114631466568
80,0.0001169402603409253
81,0.00012600564514286816
82,0.00013572727038990706
83,0.00014611976803280413
84,0.00015720183728262782
85,0.00016898789908736944
86,0.00018148731032852083
87,0.000194710330106318
88,0.0002086461754515767
89,0.0002232915721833706
90,0.0002386288542766124
91,0.0002546314790379256
92,0.0002712692366912961
93,0.0002885043795686215
94,0.0003062807081732899
95,0.00032454333268105984
96,0.0003432177472859621
97,0.0003622284275479615
98,0.0003814883530139923
99,0.0004008985706605017
